mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,spectral_centroid,zcr,chroma_mean,label
-529.4868,62.40536,-4.827049,9.168911,-16.927912,-19.780388,7.099602,-8.562554,-19.137903,7.355146,-7.159046,0.27004352,8.835876,1250.0172660739402,0.03792874154202279,0.22227746,female1
-379.65912,31.71581,-38.932644,-9.921306,-22.140285,-19.285732,3.0192397,-7.718522,-15.751485,22.323626,5.07396,-0.21413639,5.117818,1670.8173879312817,0.06369329958545919,0.23463957,female1
-421.61945,20.242474,-52.413273,28.02537,13.137973,-35.66955,-34.757664,-0.7836944,0.55347645,4.031799,3.9168704,13.756524,8.304398,1768.4022883111518,0.08001675631830601,0.23309292,female1
-412.1991,11.224817,-38.443726,31.45561,6.4003515,-31.167799,-28.314453,2.0992565,-6.200585,-6.468955,7.0905857,14.413354,-1.0612612,1829.062821215939,0.06164645900974026,0.24061914,female1
-423.3017,40.244205,-22.533943,-2.4582527,-24.397676,-25.586214,-1.4574049,-10.672872,-13.998141,15.274314,5.4156246,4.4282684,7.650291,1368.143844223076,0.05387894825268817,0.19612247,female1
-420.66602,37.70003,-14.191179,-0.97675455,-21.637768,-22.22565,-3.6515625,-11.413484,-17.288294,10.613883,2.9487207,5.22659,11.243818,1226.7948753710752,0.04087261914577837,0.20551078,female1
-449.96503,55.356285,-43.90794,-8.101577,-27.248207,-21.267239,31.836872,-16.715588,-12.982736,21.139482,-2.005324,5.278133,10.215077,1784.9190032056968,0.06453202410442073,0.25864974,female1
-450.8143,22.88663,-49.493122,50.20686,17.805056,-47.909092,-23.92166,-2.7716382,-7.9081736,11.917544,-1.0850357,2.130738,13.33476,2024.5760868790337,0.10819604846014493,0.24105512,female1
-468.5113,7.4184628,-29.550373,60.626163,13.046244,-37.344185,-4.241602,-2.1349142,-19.861912,5.263462,-7.0138426,4.713304,-3.52718,2043.143603955479,0.06735483076647565,0.21026748,female1
-492.91653,60.597355,-7.322928,4.960219,-30.41729,-34.678707,13.016732,-3.9988444,-14.00333,18.332253,-4.6132574,-0.47462088,11.348025,1354.7516717822566,0.055199841485507245,0.20561989,female1
-515.2382,58.64522,4.913437,8.57805,-16.94484,-16.233477,3.8193145,-7.307186,-16.80927,10.80571,-9.441619,1.9454948,5.914127,1235.194363850187,0.03742413481404959,0.19996144,female1
-380.10114,62.44138,-71.750534,-4.710562,-41.161343,-29.171366,26.6487,-16.6821,-15.435755,19.657305,-7.818637,4.4209113,8.877148,1835.5354830323404,0.07133009453781512,0.2708694,female1
-387.99594,31.52629,-70.93077,42.03345,19.028732,-53.94199,-30.959742,-2.4707148,-11.851916,19.274035,-8.505046,-1.3023195,13.229208,2038.6440059874171,0.11198190213585434,0.24826065,female1
-408.79327,8.8072195,-51.91072,65.11668,16.021631,-50.878265,-8.708766,-4.001061,-24.378466,3.8698144,-13.081378,4.371668,-1.7507348,2184.127292664155,0.0832186005806011,0.24071674,female1
-408.90775,62.165604,-29.564354,2.946933,-39.966805,-44.70193,12.516343,-7.68544,-20.717333,21.3022,-10.081415,-2.3038769,8.249325,1556.975947277507,0.05842348478025937,0.21542804,female1
-437.76413,50.693905,-5.9307866,13.403016,-29.26801,-30.248112,4.3062606,-11.941755,-27.643406,15.162402,-15.741944,0.8687755,6.764453,1479.2028753236204,0.043641367975504324,0.2114711,female1
-569.77216,156.17213,-9.697353,3.198902,-10.864735,-44.086773,24.965986,-26.853737,-19.518324,26.403664,0.3385967,31.88041,-5.1637588,1420.1642303372848,0.05728426846590909,0.29816157,female1
-650.6236,125.15713,2.422345,74.1398,45.53646,-33.729385,-23.01864,-24.837748,-5.6388435,14.960559,-25.262852,9.522351,-5.757144,1432.5549047514048,0.04483602335164835,0.33713362,female1
-723.06995,107.917595,26.830318,102.6631,49.43581,-34.769684,-4.689795,-12.952889,-1.4665661,21.27086,-24.915604,2.4281902,-3.361959,1342.797107709566,0.033339902579066265,0.3714729,female1
-730.9781,161.52763,66.17513,25.38685,6.0997176,-27.483831,0.77563184,-6.1818733,-11.435907,12.946851,-4.8738403,7.2231755,-13.281444,1035.38799032981,0.034625757520443924,0.38565677,female1
-696.89246,173.06197,71.07743,31.147575,9.09545,-22.551437,-1.392018,-18.920956,-6.6702337,12.701809,-8.376433,3.6909406,-10.804077,751.3339023726991,0.028403199749228395,0.3704741,female1
-571.4323,73.67572,2.5264764,36.48465,10.131194,-13.481592,-0.6651215,-13.854366,-12.477443,12.098891,-4.978794,5.7767897,-3.7793307,1837.3580892655905,0.07214317908653846,0.27582702,female1
-466.43256,29.831366,-33.422382,13.003926,-5.141196,-25.66341,-10.152718,-9.320824,-14.341453,23.827717,-6.7753363,-0.45507255,13.21931,2192.6545677701815,0.10250467117356811,0.20477758,female1
-483.3237,39.204098,-27.014252,1.1326716,-18.588812,-17.566114,7.9432287,-9.408351,-19.112007,23.980158,-8.498955,0.16271564,12.11307,2090.6021641658162,0.10186851958525346,0.24972625,female1
-484.42587,40.91622,-23.111979,23.740158,3.2514944,-22.892809,-2.3873367,-12.740048,-17.740997,14.30883,-6.23736,0.8253252,4.996044,2092.222329921926,0.09353067366803279,0.25604337,female1
-431.3276,33.28691,-50.071213,14.272383,-3.2354596,-31.887903,-8.492931,-12.203306,-18.979933,20.242247,-6.2262383,-3.2444236,14.311351,2238.8491392864366,0.1168810014754257,0.22500084,female1
-443.22626,38.75393,-43.995304,4.7441025,-20.576906,-24.353529,9.11597,-13.036076,-20.943813,25.770239,-9.509966,-2.1518822,11.72431,2194.4508173672452,0.11202497671771523,0.25961736,female1
-465.64557,41.70015,-30.046036,25.443148,2.030465,-27.93117,-3.2874928,-10.308273,-18.886913,17.563026,-10.211161,-1.5660465,4.2327976,2251.719635706264,0.10122685410186626,0.27696872,female1
-410.29703,18.154783,-39.95819,-7.392958,-27.62472,-14.251601,8.835221,-10.550476,-13.951574,31.571707,9.770363,7.679741,8.703317,2057.5404823779595,0.08053638896004098,0.304109,female1
-411.2713,2.0941348,-49.887814,21.588772,1.5700592,-30.054323,-30.593279,-0.33677867,0.5455409,18.515993,11.217837,16.1827,10.494751,2071.0116747401844,0.08187360783542977,0.29009587,female1
-427.90237,-3.6660125,-41.076763,30.053583,-1.1622744,-26.963139,-22.914005,4.183055,-5.3829393,8.096926,13.641638,18.612888,6.084754,2145.410003096346,0.07631672857318271,0.29499507,female1
-453.73843,17.173077,-23.06348,0.32872927,-29.78986,-22.947575,4.05179,-7.424683,-15.793539,33.20273,9.200058,14.873112,15.908292,1950.1934106047174,0.062890220626294,0.27756232,female1
-446.0929,13.853024,-19.605106,2.6951313,-18.062693,-16.839676,-4.08588,-8.61349,-16.301857,28.49794,11.464573,14.84173,12.009711,1831.4724982082496,0.05826720551624738,0.29408443,female1
-596.88245,53.725014,-6.4382105,-4.589595,-7.1884494,-3.155792,5.7945256,-0.11039178,-8.124734,18.900944,20.023542,10.430078,10.8256235,2043.307308525386,0.06955516581632654,0.39683375,female1
-640.684,51.517124,-9.766359,31.970366,16.28357,-9.721645,-10.523453,2.2272997,3.00915,18.326,4.8177047,8.520231,8.376597,1954.319794043048,0.05795027858527132,0.40058267,female1
-650.89154,53.02474,-0.76970905,43.467407,17.175491,-12.247802,-8.331125,2.2087595,-1.938104,15.239737,7.184667,11.095769,6.5676875,2005.7946538464812,0.055768883746603264,0.4171814,female1
-627.25055,65.80216,-3.3892965,5.6726556,-8.0266905,6.095506,9.04322,1.1175624,-8.668501,20.297249,12.908634,11.999164,10.673664,1838.7121001079313,0.06328730620155039,0.42447522,female1
-652.2118,81.03832,5.948163,7.404895,-3.56366,10.5605135,4.519947,-2.4892342,-9.561552,14.748731,13.823769,11.437021,8.48626,1604.7268708998952,0.048063110044080606,0.40868136,female1
-463.11917,17.707642,-22.305973,-4.3662443,-17.492125,-9.775265,3.5551734,-8.092784,-7.475216,24.456724,13.727162,10.336025,5.994853,1887.2004135914094,0.06887318729575163,0.29488105,female1
-466.97763,9.28123,-32.77136,18.866232,4.930689,-19.491722,-22.682129,-1.8112465,6.4791436,14.619515,9.682629,17.532385,9.912646,1922.9151801551534,0.07412926700036075,0.2789321,female1
-484.28717,6.494555,-26.27122,26.033056,3.4071841,-19.395576,-15.353246,-1.2782015,4.2100005,9.275093,7.2304316,19.28388,6.5883527,1933.6769756243173,0.06772796397900763,0.26217374,female1
-470.59702,22.609417,-12.838265,1.0691204,-17.610498,-15.137086,-2.1561656,-4.7783194,-6.7489057,23.474728,12.7454605,12.836517,9.652768,1704.8603628028582,0.06301941582426128,0.2599514,female1
-492.74545,20.573193,-11.975044,0.25964117,-13.16634,-10.654921,-2.383318,-5.992815,-8.40708,22.186258,12.293196,14.928337,9.607794,1639.2856654054528,0.053741346474644125,0.2541187,female1
-504.56848,29.184393,-17.127596,-10.966852,-15.425874,-8.002858,-0.36471212,-3.6855605,-8.052251,25.900158,18.62697,12.690459,6.761299,1700.6410874289406,0.05603239639945652,0.2889458,female1
-481.96884,9.972783,-31.453339,16.123095,3.5940187,-18.989313,-26.682522,-2.9333549,8.518104,14.223923,11.982825,19.318205,7.2645407,1924.8579330097946,0.06153954574742268,0.29159108,female1
-495.3964,2.4062393,-33.08153,31.16934,1.7519677,-21.222782,-19.356874,-2.1768165,4.8722925,11.482344,11.817401,23.71928,7.1942873,2028.2092386622676,0.06216457201086956,0.266057,female1
-503.1971,29.938908,-17.77286,-1.5651983,-22.777891,-18.130476,-0.5190841,-7.433916,-6.450842,29.147295,13.734905,17.327023,11.220888,1625.5111354686724,0.05157873896640091,0.24664788,female1
-520.71027,26.895073,-15.695063,1.1471446,-17.043266,-10.5935755,-0.22637329,-8.607533,-8.851961,24.108885,11.827314,15.429705,12.383852,1645.4526158756905,0.05536295572916667,0.25988355,female1
-472.28235,14.187416,-20.952194,-5.861569,-21.014698,-8.720193,8.339785,-10.387087,-9.816927,31.45638,14.064796,11.455194,5.361774,2119.774902987362,0.07630112591911764,0.30886456,female1
-472.14355,5.615224,-29.665396,17.629839,3.9742737,-20.380188,-25.428795,-2.9988735,9.026489,17.300508,8.847317,17.2977,8.197486,2027.2242898718637,0.07420172930283224,0.2932522,female1
-492.96713,-1.8935343,-17.941486,25.041393,-0.33462408,-18.451939,-17.048738,0.8937316,6.9237695,9.36674,11.253445,21.03307,2.0666947,2094.400750780964,0.062232166402953586,0.2757791,female1
-502.34985,20.456615,-5.543858,-1.5363169,-15.160437,-14.090375,-3.2752695,-6.559094,-5.816631,26.066935,12.4005165,13.945955,5.8818116,1714.0410529059873,0.053132233796296294,0.28356782,female1
-511.53467,20.486477,-4.5824275,-2.00743,-8.652789,-7.7000537,-4.3578444,-6.5356402,-6.2481894,21.671175,12.318314,15.727518,7.3877187,1683.5082417167673,0.050751376252637134,0.27367517,female1
-388.5076,21.138649,-45.661026,-7.402352,-26.065725,-17.002111,3.1474028,-13.693557,-15.47518,33.94599,14.803343,7.585987,5.264457,2004.867546389512,0.0829697735924221,0.2956161,female1
-406.98688,6.6948752,-51.213478,23.521967,3.298675,-30.47106,-27.818409,-4.791771,0.12439215,14.64126,13.138132,19.436068,10.347462,2017.7617813091263,0.0879294990199035,0.28272325,female1
-406.2464,5.70575,-45.868965,28.603424,-2.217914,-31.859978,-23.47015,-4.360566,-1.0251861,11.884592,16.865286,20.61691,4.9880385,2010.6459627557485,0.0726107452552356,0.2703165,female1
-408.5108,20.779497,-28.60949,-3.6967652,-21.937607,-25.98798,-2.9925578,-13.254577,-13.258026,30.604048,17.839104,13.32823,7.2944765,1778.6494733511668,0.06303992638221154,0.27511176,female1
-433.91922,23.435575,-26.972294,-3.2490916,-17.294703,-20.359705,-8.418404,-11.950459,-11.891855,29.70965,19.255327,14.165681,8.248479,1637.0761696827428,0.06106608511623989,0.26332965,female1
-489.8517,40.940536,-14.876495,-30.593317,-18.835459,0.7084173,0.37887013,-5.705589,-6.996582,22.84591,16.674042,10.056238,2.66242,1849.3065629426285,0.06917355038704129,0.2819748,female1
-510.0749,21.870575,-23.243393,19.88248,2.9633417,-19.853073,-28.314745,-4.4549856,10.835482,10.413985,13.749364,24.591988,9.635287,1765.0963660848743,0.06132293051861702,0.27033255,female1
-560.6478,22.044685,-5.808323,17.795706,6.827916,-17.292831,-15.164348,2.324026,5.292633,9.756134,15.398132,17.175203,2.3252635,1875.9430893595204,0.06489955357142857,0.2841249,female1
-535.57404,39.958107,-3.7885835,-12.7355385,-19.012884,-6.648355,-8.5303545,-2.4004729,2.1986527,17.673092,18.58142,18.647717,8.355613,1608.9516387454864,0.06756838257125891,0.28834897,female1
-561.99084,34.90718,1.733584,-7.2031913,-10.419963,-2.3968148,-8.194339,-3.5233293,2.0519025,17.05779,15.444479,18.406654,7.6113744,1626.4889664887103,0.06669852286223278,0.29387277,female1
-443.19534,35.254177,-60.46636,-7.379075,-34.88542,-13.636786,26.463331,-13.697548,-16.935167,30.533766,-7.8680434,1.9804074,13.61542,2112.0710403518833,0.09703889440317623,0.2499316,female1
-457.59937,7.8261156,-49.75401,41.384926,10.213788,-46.398148,-23.206308,3.3067966,-9.927672,20.000252,-4.3311734,2.466659,18.908144,2307.5421806989416,0.12544759114583334,0.24867919,female1
-458.06815,-12.457936,-27.922552,54.67663,3.4756637,-39.492825,-4.5231895,-0.897006,-24.805058,8.65089,-9.00793,8.113908,3.1906662,2471.576577954797,0.08990950089679911,0.21792594,female1
-451.8012,40.82576,-30.387928,2.860355,-42.94306,-27.61967,18.347395,-12.377333,-23.107655,24.610466,-3.202148,2.3065856,20.719454,1918.2179926386018,0.08174347573138298,0.21901494,female1
-499.9265,28.016539,1.4995495,8.055611,-21.063692,-15.719675,6.353013,-6.16112,-32.012207,19.16038,-13.4656515,7.564525,14.558576,2032.5951803594521,0.05600595762072435,0.22616374,female1
-526.5378,51.908493,-21.47184,-33.389256,-12.762887,3.0954204,16.294024,-8.879123,-22.029951,30.401386,-5.45501,-4.0583773,16.400093,1881.2855721894373,0.07411926412470726,0.24820673,female1
-571.6945,30.960354,-5.989639,19.273077,15.667168,-29.737703,-17.43107,1.6636642,2.8556638,3.9852014,-0.6682788,5.1806583,12.407302,2044.9011687514221,0.0445705776300905,0.21518397,female1
-598.4985,28.334364,14.267102,30.375261,14.277488,-32.820328,-6.182636,2.3464727,-22.340813,-3.4891143,10.391405,-1.6103204,6.529603,2041.5124751465444,0.0424363227739726,0.15908614,female1
-610.63525,82.10131,29.329556,-25.073565,-20.140383,-8.40998,8.348446,-0.37539342,-17.5142,10.533654,-5.7513413,0.6806301,16.426674,1570.9394281421028,0.04519240920608108,0.14786355,female1
-640.6029,83.4147,37.66288,-19.115124,-10.260609,1.9424286,3.4721835,1.7696354,-19.38354,4.416509,-8.721194,7.454479,15.90223,1547.0992143592268,0.03714029518469657,0.160068,female1
-338.2846,46.052383,-64.49564,-6.582787,-39.976128,-19.461363,30.67378,-19.620987,-24.167074,19.78788,-0.08584651,7.0263495,12.514229,1927.9383067865092,0.08543405473602485,0.27696288,female1
-353.8521,16.160683,-63.107597,46.968067,15.276429,-48.807102,-16.664482,-7.8650813,-20.408249,7.4629,-1.244423,8.649077,13.811445,2095.7912721593416,0.09492730034722222,0.2637807,female1
-370.39386,-2.2019787,-42.95881,58.68808,6.46323,-41.579556,-2.8168528,-3.8773236,-28.826015,5.693836,-8.638506,7.630994,5.002929,2242.618626845528,0.08642016882183907,0.25180376,female1
-394.73746,41.355873,-14.381086,2.4456663,-33.172836,-35.246727,15.396763,-8.878258,-29.621733,18.476105,-3.0161989,4.3139167,16.651077,1618.9298207849308,0.054318450218023256,0.22537446,female1
-426.0229,35.62832,-6.7620664,9.4196205,-27.560217,-19.763988,12.395834,-8.563276,-31.136202,18.146294,-9.329791,7.4994016,14.569841,1689.4084916780453,0.0454811273619186,0.23542425,female1
-355.04294,17.27947,-44.57451,-4.539996,-25.683092,-17.044037,12.451638,-13.338815,-16.185,35.720158,9.669553,4.719109,7.7800064,1940.9598625838416,0.08417860842541436,0.25836727,female1
-393.17746,4.013294,-56.2148,29.519716,5.538291,-43.115963,-24.539482,3.7233655,-5.1422424,11.372709,10.807115,9.127118,0.39292932,2153.092165701786,0.11413376266891892,0.26960674,female1
-411.33896,0.42386797,-45.527924,33.30367,0.24561964,-39.085976,-18.760166,3.1504142,-12.422165,8.291173,10.322624,10.165448,-2.6680412,2112.670650732318,0.07926699112021858,0.25205484,female1
-404.8994,15.996405,-23.04444,1.423369,-23.441845,-27.684446,0.9208036,-11.499413,-18.867067,29.265738,7.54081,2.7203243,5.139403,1813.530425507755,0.06350740131578947,0.23470394,female1
-427.6049,13.761967,-16.079702,1.6064254,-19.767353,-21.528278,1.0998006,-10.051288,-20.58718,25.993599,6.484016,3.7978559,4.3627386,1829.1199941926982,0.051908255912162166,0.25090948,female1
-514.5904,61.3361,-30.615116,-7.3773394,-25.240261,-12.808463,17.06601,-4.5269814,-13.281076,17.161081,0.30280647,5.407793,13.139718,1483.616330699811,0.05422856898907104,0.29812783,female1
-466.12814,31.075167,-46.244614,36.666317,18.846212,-34.676895,-30.046486,2.0862741,-3.674348,0.61737925,1.4280828,9.779887,8.12633,1743.9219416057576,0.07454234467455621,0.27279434,female1
-491.1352,22.275385,-33.490692,54.113293,18.13804,-35.558586,-10.5451765,-2.1797345,-13.661641,-0.48367387,-1.2546607,9.933476,-0.65941215,1795.924447906138,0.054596860965568865,0.25098127,female1
-471.1182,52.75764,-8.997762,2.8443987,-27.670088,-31.473005,6.1782055,-7.5127006,-17.771425,17.847136,0.99064684,3.2587392,14.327532,1379.0536503477815,0.05126065340909091,0.22103089,female1
